id_nutrition_log,log_date,meal_type,water_intake_ml,id_user,id_food,food_item,category,calories_kcal,protein_g,carbohydrates_g,fat_g
762,2026-02-23,Dinner,0,,171,Mushroom (White 1 cup sliced),Vegetable,15.0,2.2,2.3,0.2
763,2026-02-23,Breakfast,240,,172,Soy Milk (Original 1 cup),Beverage/Dairy-Alt,110.0,8.0,9.0,4.5
764,2026-02-23,Dinner,250,,173,Chicken Tikka Masala (1.5 cups),Meal/Meat,480.0,30.0,20.0,30.0
765,2026-02-23,Dinner,0,,174,Naan Bread (1 piece),Grain,260.0,8.0,45.0,5.0
766,2026-02-23,Dinner,0,,175,Cucumber Salad (1/2 cup),Vegetable,40.0,1.0,5.0,2.0
767,2026-02-23,Snack,180,,176,Vodka Soda (1 drink),Beverage,100.0,0.0,0.0,0.0
768,2026-02-23,Breakfast,250,,177,Chocolate Croissant,Dessert,350.0,6.0,40.0,19.0
769,2026-02-23,Dinner,0,,178,Sweet & Sour Chicken (1 cup),Meal/Processed,380.0,18.0,45.0,15.0
770,2026-02-23,Dinner,0,,179,Egg Drop Soup (1 cup),Meal/Vegetable,65.0,5.0,6.0,2.0
771,2026-02-23,Snack,0,,180,String Cheese (1 stick),Dairy,80.0,6.0,1.0,6.0
772,2026-02-23,Lunch,250,,181,Turkey Burger (1 patty),Protein/Meat,160.0,22.0,2.0,8.0
773,2026-02-23,Lunch,0,,182,Potato Salad (1/2 cup),Meal/Vegetable,180.0,2.0,19.0,11.0
774,2026-02-23,Breakfast,240,,183,Cranberry Juice (1 cup),Beverage,130.0,0.0,33.0,0.0
775,2026-02-23,Dinner,250,,184,Chicken Piccata (1 serving),Meal/Meat,350.0,30.0,10.0,20.0
776,2026-02-23,Dinner,0,,185,Angel Hair Pasta (1 cup),Grain,200.0,7.0,42.0,1.0
777,2026-02-23,Dinner,0,,186,Olive Oil (1 tbsp),Condiment,120.0,0.0,0.0,14.0
778,2026-02-23,Dinner,0,,187,Garlic (1 clove),Vegetable,4.0,0.2,0.9,0.0
779,2026-02-23,Snack,0,,188,Salami (3 slices),Protein/Processed,110.0,6.0,1.0,9.0
780,2026-02-23,Snack,0,,189,Provolone Cheese (1 slice),Dairy,100.0,7.0,1.0,8.0
781,2026-02-23,Snack,355,,190,Ginger Ale (1 can),Beverage,124.0,0.0,32.0,0.0
782,2026-02-23,Dinner,0,,191,Shrimp Scampi (1 cup),Meal/Seafood,380.0,22.0,40.0,15.0
783,2026-02-23,Snack,250,,192,Tiramisu (1 slice),Dessert,450.0,7.0,42.0,28.0
784,2026-02-23,Breakfast,250,,193,Cereal Bar (Fruit),Snack/Processed,140.0,2.0,30.0,3.0
785,2026-02-23,Dinner,250,,194,Veal Parmesan (1 serving),Meal/Meat,550.0,40.0,30.0,30.0
786,2026-02-23,Dinner,0,,195,Spaghetti (side),Grain,100.0,3.5,21.0,0.5
787,2026-02-23,Snack,240,,196,Hot Chocolate (1 cup),Beverage,200.0,3.0,30.0,8.0
788,2026-02-23,Dinner,0,,197,Coconut Shrimp (5 pcs),Meal/Seafood,320.0,10.0,25.0,20.0
789,2026-02-23,Dinner,0,,198,Sweet Chili Sauce (2 tbsp),Condiment,70.0,0.0,17.0,0.0
790,2026-02-23,Dinner,0,,199,White Wine (5 oz glass),Beverage,121.0,0.1,3.8,0.0
791,2026-02-23,Snack,250,,200,Trail Mix (1/4 cup),Snack/Processed,190.0,5.0,20.0,12.0
792,2026-02-23,Snack,0,,201,Onion Rings (6 rings),Snack/Processed,280.0,4.0,30.0,16.0
793,2026-02-23,Breakfast,0,,202,Poached Egg (1 large),Protein,72.0,6.3,0.4,4.8
794,2026-02-23,Breakfast,0,,203,Canadian Bacon (2 slices),Protein/Meat,80.0,12.0,1.0,3.0
795,2026-02-23,Breakfast,250,,204,Eggs Benedict (1 serving),Meal/Protein,600.0,25.0,30.0,40.0
796,2026-02-23,Breakfast,0,,205,Hollandaise Sauce (2 tbsp),Condiment,110.0,1.0,0.5,12.0
797,2026-02-23,Snack,0,,206,Spinach Artichoke Dip (1/4 cup),Snack/Processed,160.0,5.0,6.0,14.0
798,2026-02-23,Snack,0,,207,Tortilla Chips (1 oz),Snack/Processed,140.0,2.0,19.0,7.0
799,2026-02-23,Dinner,250,,208,Chicken Kebab (2 skewers),Meal/Meat,280.0,30.0,8.0,14.0
800,2026-02-23,Dinner,0,,209,Bell Peppers & Onions (sautéed),Vegetable,60.0,1.5,10.0,2.0
801,2026-02-23,Lunch,500,,210,Hummus Wrap (large),Meal/Vegetarian,450.0,15.0,60.0,18.0
802,2026-02-23,Snack,240,,211,Kombucha (1 cup),Beverage,30.0,0.0,7.0,0.0
803,2026-02-23,Dinner,0,,212,Beef Stroganoff (1.5 cups),Meal/Pasta,550.0,30.0,40.0,28.0
804,2026-02-23,Dinner,0,,213,Egg Noodles (1 cup cooked),Grain,220.0,8.0,40.0,3.0
805,2026-02-23,Lunch,250,,214,Cottage Cheese (1 cup low fat),Dairy,160.0,28.0,6.0,2.5
806,2026-02-23,Lunch,0,,215,Tomato (1 medium sliced),Vegetable,22.0,1.1,4.8,0.2
807,2026-02-23,Lunch,0,,216,Black Pepper (1 tsp),Condiment,6.0,0.2,1.5,0.1
808,2026-02-23,Snack,0,,217,Chocolate Pudding (1/2 cup),Dessert,150.0,2.0,28.0,4.0
809,2026-02-23,Dinner,0,,218,Mackerel (3oz cooked),Protein/Fish,175.0,16.0,0.0,12.0
810,2026-02-23,Dinner,0,,219,Collard Greens (1 cup cooked),Vegetable,60.0,5.0,10.0,1.0
811,2026-02-23,Lunch,0,,220,Ham (3oz deli sliced),Protein/Meat,110.0,16.0,2.0,4.0
812,2026-02-23,Lunch,0,,221,Swiss Cheese (1 slice),Dairy,106.0,7.6,1.0,8.0
813,2026-02-23,Lunch,0,,222,Rye Bread (1 slice),Grain,83.0,2.7,15.5,1.1
814,2026-02-23,Lunch,250,,223,Potato Leek Soup (1 cup),Meal/Vegetable,180.0,4.0,25.0,7.0
815,2026-02-23,Snack,0,,224,Brie Cheese (1 oz),Dairy,95.0,6.0,0.1,7.9
816,2026-02-23,Snack,0,,225,Water Cracker (5 crackers),Grain/Processed,70.0,1.5,12.0,1.5
817,2026-02-23,Breakfast,0,,226,Grapefruit (1/2 medium),Fruit,52.0,1.1,13.2,0.2
818,2026-02-23,Snack,0,,227,Veggie Straws (1 oz),Snack/Processed,130.0,1.0,17.0,7.0
819,2026-02-23,Dinner,500,,228,Fish Tacos (2 tacos),Meal/Fish,420.0,25.0,40.0,18.0
820,2026-02-23,Dinner,0,,229,Cabbage Slaw (side),Vegetable,60.0,1.0,8.0,3.0
821,2026-02-23,Dinner,0,,230,Lime (juice of 1),Condiment,11.0,0.2,3.7,0.0
822,2026-02-23,Snack,355,,231,Beer (12 oz light),Beverage,103.0,0.9,5.8,0.0
823,2026-02-23,Breakfast,250,,232,Danish (Cheese 1 medium),Dessert,340.0,7.0,38.0,18.0
824,2026-02-23,Breakfast,240,,233,Kefir (Plain 1 cup),Beverage/Dairy,104.0,10.0,10.0,2.5
825,2026-02-23,Dinner,0,,234,Gnocchi (1 cup),Meal/Pasta,210.0,4.5,45.0,1.5
826,2026-02-23,Dinner,0,,235,Pesto Sauce (1/4 cup),Condiment,260.0,5.0,4.0,26.0
827,2026-02-23,Dinner,0,,236,Pine Nuts (1 tbsp),Nut,95.0,2.0,2.0,10.0
828,2026-02-23,Snack,355,,237,Chai Latte (12 oz),Beverage,190.0,7.0,32.0,4.0
829,2026-02-23,Dinner,0,,238,Manicotti (2 shells cheese),Meal/Pasta,380.0,20.0,35.0,18.0
830,2026-02-23,Dinner,0,,239,Italian Sausage (1 link),Protein/Meat,200.0,12.0,3.0,16.0
831,2026-02-23,Snack,0,,240,Jicama (1 cup sticks),Vegetable,46.0,0.9,10.6,0.1
832,2026-02-23,Snack,0,,241,Chili Powder (1 tsp),Condiment,8.0,0.3,1.4,0.4
833,2026-02-23,Snack,250,,242,Ants on a Log (4 pcs),Snack,180.0,6.0,12.0,12.0
834,2026-02-23,Lunch,250,,243,Split Pea Soup (1 cup),Meal/Legume,180.0,11.0,30.0,2.0
835,2026-02-23,Breakfast,250,,244,Ham & Cheese Croissant,Meal/Processed,400.0,15.0,35.0,22.0
836,2026-02-23,Breakfast,60,,245,Espresso (double shot),Beverage,5.0,0.5,0.0,0.1
837,2026-02-23,Dinner,0,,246,Ricotta Cheese (1/4 cup),Dairy,85.0,5.5,2.5,6.0
838,2026-02-23,Lunch,250,,247,Chicken & Rice Soup (1 can),Meal/Processed,130.0,7.0,18.0,3.0
839,2026-02-23,Dinner,0,,248,Salt (1/4 tsp),Condiment,0.0,0.0,0.0,0.0
840,2026-02-23,Snack,0,,249,Guava,Fruit,68.0,2.6,14.3,0.9
841,2026-02-23,Lunch,500,,250,Club Sandwich,Meal/Processed,580.0,35.0,40.0,30.0
842,2026-02-23,Snack,0,,251,Pickle (1 whole dill),Vegetable,17.0,0.8,3.7,0.2
843,2026-02-23,Dinner,250,,252,Turkey Chili (1 cup),Meal/Meat,250.0,22.0,25.0,7.0
844,2026-02-23,Dinner,0,,253,Sour Cream (2 tbsp),Condiment/Dairy,60.0,0.8,1.3,5.8
845,2026-02-23,Dinner,0,,254,Shredded Cheese (Cheddar 1/4 cup),Dairy,115.0,7.0,1.0,9.5
846,2026-02-23,Snack,355,,255,Matcha Latte (12 oz),Beverage,180.0,6.0,28.0,5.0
847,2026-02-23,Breakfast,0,,256,Chocolate Donut (1 medium),Dessert,300.0,4.0,35.0,17.0
848,2026-02-23,Lunch,250,,257,Tuna Melt,Meal/Processed,450.0,25.0,32.0,25.0
849,2026-02-23,Snack,240,,258,Apple Cider (1 cup),Beverage,117.0,0.1,29.0,0.3
850,2026-02-23,Dinner,500,,259,Beef Burrito (large),Meal/Processed,650.0,30.0,70.0,28.0
851,2026-02-23,Dinner,0,,260,Pico de Gallo (1/4 cup),Condiment,15.0,0.5,3.0,0.0
852,2026-02-23,Dinner,0,,261,Corn Tortilla (1 medium),Grain,52.0,1.4,11.2,0.7
853,2026-02-23,Dinner,0,,262,Mussels (3oz steamed),Protein/Seafood,146.0,20.0,6.0,4.0
854,2026-02-23,Dinner,0,,263,White Wine Sauce (1/4 cup),Condiment,80.0,1.0,4.0,6.0
855,2026-02-23,Dinner,0,,264,French Bread (2 slices),Grain,180.0,6.0,36.0,1.0
856,2026-02-23,Snack,0,,265,Blackberries (1 cup),Fruit,62.0,2.0,13.8,0.7
857,2026-02-23,Breakfast,250,,266,Cheese Danish,Dessert,340.0,7.0,38.0,18.0
858,2026-02-23,Lunch,250,,267,Chicken Salad Sandwich,Meal/Processed,420.0,20.0,35.0,20.0
859,2026-02-23,Breakfast,0,,268,Soyrizo (2 oz),Protein/Vegetarian,140.0,10.0,6.0,9.0
860,2026-02-23,Breakfast,0,,269,Hash Browns (1 cup),Vegetable,330.0,3.0,38.0,19.0
861,2026-02-23,Breakfast,0,,270,Ketchup (1 packet),Condiment,10.0,0.1,2.5,0.0
862,2026-02-23,Lunch,500,,271,Philly Cheesesteak (6 inch),Meal/Processed,500.0,25.0,40.0,28.0
863,2026-02-23,Lunch,0,,272,Cheese Whiz (2 tbsp),Condiment/Processed,90.0,4.0,3.0,7.0
864,2026-02-23,Lunch,0,,273,Onions (sautéed 1/4 cup),Vegetable,30.0,0.5,5.0,1.0
865,2026-02-23,Snack,0,,274,Raspberries (1 cup),Fruit,64.0,1.5,14.7,0.8
866,2026-02-23,Breakfast,0,,275,Cheesy Grits (1 cup),Meal/Grain,210.0,6.0,34.0,6.0
867,2026-02-23,Dinner,0,,276,Collard Greens (with ham hock),Vegetable,180.0,10.0,15.0,9.0
868,2026-02-23,Dinner,0,,277,Fried Okra (1 cup),Vegetable,220.0,4.0,25.0,12.0
869,2026-02-23,Lunch,473,,278,Sweet Tea (16 oz),Beverage,180.0,0.0,46.0,0.0
870,2026-02-23,Dinner,250,,279,Gyro (1 sandwich),Meal/Meat,600.0,25.0,55.0,30.0
871,2026-02-23,Dinner,0,,280,Pita Bread (White 1 large),Grain,220.0,7.0,45.0,2.0
872,2026-02-23,Dinner,0,,98,Tzatziki Sauce (2 tbsp),Condiment/Dairy,30.0,1.5,2.0,2.0
873,2026-02-23,Snack,0,,281,Baklava (1 piece),Dessert,280.0,3.0,30.0,18.0
874,2026-02-23,Snack,0,,282,Coconut (shredded 1/4 cup),Fruit,110.0,1.0,4.5,10.5
875,2026-02-23,Snack,0,,283,S'more (1 serving),Dessert,140.0,2.0,25.0,4.0
876,2026-02-23,Snack,0,,284,Graham Cracker (1 large rectangle),Grain/Processed,60.0,1.0,11.0,1.5
877,2026-02-23,Snack,0,,285,Marshmallow (1 large),Dessert,23.0,0.1,5.8,0.0
878,2026-02-23,Snack,0,,286,Chocolate (Hershey's bar 1 segment),Dessert,25.0,0.3,3.0,1.5
879,2026-02-23,Lunch,500,,287,Chicken Parm Sandwich,Meal/Processed,650.0,40.0,55.0,30.0
880,2026-02-23,Lunch,0,,288,Mozzarella (1 slice),Dairy,80.0,6.0,1.0,6.0
881,2026-02-23,Lunch,0,,289,Bread Roll (hoagie),Grain,200.0,6.0,38.0,2.0
882,2026-02-23,Dinner,0,,290,Artichoke (1 medium steamed),Vegetable,60.0,4.2,13.4,0.2
883,2026-02-23,Dinner,0,,291,Mayonnaise (1 tbsp for dipping),Condiment,90.0,0.1,0.1,10.0
884,2026-02-23,Dinner,0,,292,Calamari (fried 3oz),Meal/Seafood,150.0,13.0,8.0,7.0
885,2026-02-23,Dinner,0,,293,Lemon Wedge (for calamari),Condiment,3.0,0.1,1.0,0.0
886,2026-02-23,Snack,355,,294,Root Beer (1 can),Beverage,150.0,0.0,40.0,0.0
887,2026-02-23,Lunch,0,,295,Chicken McNuggets (6 pcs),Meal/Processed,270.0,15.0,16.0,16.0
888,2026-02-23,Lunch,0,,296,BBQ Sauce (2 tbsp),Condiment,60.0,0.5,15.0,0.0
889,2026-02-23,Breakfast,0,,297,Honey (1 tbsp),Condiment,64.0,0.1,17.3,0.0
890,2026-02-23,Breakfast,250,,298,Tofu Scramble,Meal/Vegetarian,250.0,20.0,8.0,16.0
891,2026-02-23,Breakfast,0,,299,Turmeric (1 tsp),Condiment,9.0,0.3,1.9,0.1
892,2026-02-23,Breakfast,0,,300,Nutritional Yeast (1 tbsp),Condiment,20.0,3.0,2.0,0.0
893,2026-02-23,Dinner,0,,301,Seitan (3oz),Protein/Vegetarian,90.0,18.0,4.0,1.0
894,2026-02-23,Dinner,240,,302,Vegetable Broth (1 cup),Beverage,15.0,1.0,3.0,0.0
895,2026-02-23,Dinner,0,,303,Mashed Cauliflower (1 cup),Vegetable,140.0,5.0,12.0,8.0
896,2026-02-23,Dinner,0,,304,Peanut Sauce (2 tbsp),Condiment,80.0,2.0,4.0,6.0
897,2026-02-23,Lunch,0,,305,Tempeh (3oz),Protein/Vegetarian,160.0,16.0,8.0,9.0
898,2026-02-23,Lunch,0,,306,Sauerkraut (1/2 cup),Vegetable,14.0,0.7,3.1,0.1
899,2026-02-23,Lunch,0,,307,Rye Crispbread (2 slices),Grain,70.0,2.0,14.0,0.5
900,2026-02-23,Dinner,0,,308,Capers (1 tbsp),Condiment,2.0,0.2,0.4,0.1
901,2026-02-23,Dinner,0,,309,Chicken Liver (2 oz cooked),Protein/Meat,91.0,13.6,0.6,3.6
902,2026-02-23,Dinner,0,,310,Onion (1/2 cup raw chopped),Vegetable,32.0,0.9,7.5,0.1
903,2026-02-23,Dinner,0,,311,Bok Choy (1 cup steamed),Vegetable,10.0,1.5,2.0,0.1
904,2026-02-23,Snack,0,,312,Gummy Bears (10 pcs),Snack/Dessert,100.0,2.0,22.0,0.0
905,2026-02-23,Snack,0,,313,Whiskey (1.5 oz shot),Beverage,105.0,0.0,0.1,0.0
906,2026-02-23,Snack,0,,314,Dates (2 medium Medjool),Fruit,133.0,0.8,36.0,0.1
907,2026-02-23,Snack,0,,315,Tahini (1 tbsp),Condiment,89.0,2.6,3.2,8.0
908,2026-02-23,Lunch,0,,316,Chickpeas (1/2 cup canned),Legume,135.0,7.0,22.0,2.0
909,2026-02-23,Lunch,0,,317,Lettuce (Romaine 2 cups),Vegetable,16.0,1.0,3.0,0.3
910,2026-02-23,Lunch,0,,318,Italian Dressing (2 tbsp),Condiment,70.0,0.0,3.0,7.0
911,2026-02-23,Breakfast,0,,319,Turkey Sausage (1 patty),Protein/Meat,70.0,9.0,1.0,4.0
912,2026-02-23,Breakfast,0,,320,Maple Syrup (1 tbsp),Condiment,52.0,0.0,13.5,0.0
913,2026-02-23,Lunch,250,,321,Quesadilla (Cheese 1 medium),Meal/Processed,400.0,18.0,35.0,22.0
914,2026-02-23,Lunch,0,,322,Sour Cream (1 tbsp),Condiment/Dairy,30.0,0.4,0.6,2.9
915,2026-02-23,Lunch,0,,323,Salsa (2 tbsp),Condiment,10.0,0.5,2.0,0.0
916,2026-02-23,Dinner,0,,324,Red Cabbage (1 cup raw),Vegetable,22.0,1.1,5.2,0.1
917,2026-02-23,Dinner,0,,325,Duck (3oz roasted),Protein/Meat,285.0,16.0,0.0,24.0
918,2026-02-23,Dinner,0,,326,Orange Sauce (1/4 cup for duck),Condiment,90.0,0.5,22.0,0.0
919,2026-02-23,Dinner,0,,327,Wild Rice (1 cup cooked),Grain,166.0,6.5,35.0,0.6
920,2026-02-23,Snack,0,,328,Cupcake (Vanilla 1 medium),Dessert,240.0,2.0,35.0,11.0
921,2026-02-23,Snack,0,,329,Frosting (Vanilla 2 tbsp),Condiment,140.0,0.0,22.0,6.0
922,2026-02-23,Breakfast,0,,330,Hot Sauce (1 tsp Tabasco),Condiment,0.0,0.0,0.0,0.0
923,2026-02-23,Lunch,250,,331,Bison Burger (1 patty),Protein/Meat,150.0,22.0,0.0,7.0
924,2026-02-23,Lunch,0,,332,Pretzel Bun (1 medium),Grain,230.0,8.0,45.0,2.0
925,2026-02-23,Lunch,0,,333,Spicy Mustard (1 tbsp),Condiment,10.0,0.5,1.0,0.5
926,2026-02-23,Lunch,0,,334,Pasta Salad (1 cup),Meal/Pasta,280.0,8.0,30.0,14.0
927,2026-02-23,Lunch,0,,188,Salami (3 slices),Protein/Processed,110.0,6.0,1.0,9.0
928,2026-02-23,Lunch,0,,335,Pepperoncini (2 peppers),Vegetable,10.0,0.5,2.0,0.0
929,2026-02-23,Dinner,0,,336,Coconut Milk (1/4 cup canned),Condiment,111.0,1.1,2.9,11.6
930,2026-02-23,Dinner,0,,337,Green Curry Paste (1 tbsp),Condiment,30.0,0.5,2.0,2.5
931,2026-02-23,Dinner,0,,338,Chicken Thigh (1 roasted),Protein/Meat,210.0,24.0,0.0,13.0
932,2026-02-23,Dinner,0,,339,Jasmine Rice (1 cup cooked),Grain,205.0,4.3,45.0,0.4
933,2026-02-23,Snack,300,,340,Thai Iced Tea (1 glass),Beverage,250.0,3.0,35.0,12.0
934,2026-02-23,Snack,0,,341,Papaya (1 cup cubes),Fruit,62.0,0.6,15.7,0.4
935,2026-02-23,Snack,0,,342,Lime Juice (1 tbsp),Condiment,4.0,0.1,1.3,0.0
936,2026-02-23,Lunch,0,,343,Macaroni Salad (1 cup),Meal/Pasta,380.0,8.0,30.0,25.0
937,2026-02-23,Lunch,0,,344,Celery (1 stalk),Vegetable,6.0,0.3,1.2,0.1
938,2026-02-23,Snack,0,,345,Blue Cheese (1 oz),Dairy,100.0,6.0,0.7,8.0
939,2026-02-23,Snack,0,,346,Dark Chocolate (1 oz 70%),Dessert,170.0,2.2,13.0,12.0
940,2026-02-23,Breakfast,250,,347,Acai Bowl (1 serving),Meal/Fruit,350.0,5.0,60.0,12.0
941,2026-02-23,Breakfast,0,,348,Granola (1/4 cup topping),Grain,120.0,3.0,15.0,6.0
942,2026-02-23,Breakfast,0,,349,Coconut Flakes (1 tbsp topping),Fruit,35.0,0.3,1.5,3.3
943,2026-02-23,Breakfast,0,,350,Honey (1 tsp drizzle),Condiment,21.0,0.0,5.8,0.0
944,2026-02-23,Snack,0,,351,Shrimp Cocktail (4 large shrimp),Protein/Seafood,60.0,10.0,1.0,1.0
945,2026-02-23,Snack,0,,352,Cocktail Sauce (2 tbsp),Condiment,30.0,0.5,7.0,0.0
946,2026-02-23,Lunch,0,,353,Pork Bun (1 steamed),Meal/Processed,220.0,8.0,30.0,8.0
947,2026-02-23,Lunch,0,,354,Dim Sum (Siu Mai 3 pcs),Meal/Processed,180.0,12.0,10.0,10.0
948,2026-02-23,Lunch,0,,355,Soy Sauce (1 tbsp for dipping),Condiment,9.0,1.0,1.0,0.0
949,2026-02-23,Dinner,0,,356,Oyster (1 medium raw),Protein/Seafood,8.0,1.0,0.5,0.2
950,2026-02-23,Dinner,0,,357,Mignonette Sauce (1 tbsp),Condiment,5.0,0.0,1.0,0.0
951,2026-02-23,Dinner,500,,358,Beef Pho (1 large bowl),Meal/Soup,450.0,30.0,55.0,12.0
952,2026-02-23,Dinner,0,,359,Bean Sprouts (1/4 cup garnish),Vegetable,8.0,0.8,1.5,0.1
953,2026-02-23,Dinner,0,,360,Thai Basil (garnish),Condiment,1.0,0.1,0.0,0.0
954,2026-02-23,Dinner,0,,361,Lime Wedge (garnish),Condiment,3.0,0.1,1.0,0.0
955,2026-02-23,Dinner,0,,362,Jalapeno (1 tbsp sliced),Vegetable,4.0,0.1,0.8,0.1
956,2026-02-23,Dinner,0,,363,Hoisin Sauce (1 tbsp),Condiment,35.0,0.3,8.0,0.2
957,2026-02-23,Dinner,0,,364,Sriracha (1 tsp),Condiment,5.0,0.1,1.0,0.1
958,2026-02-23,Breakfast,0,,365,Crepe (1 plain),Grain,90.0,3.5,14.0,2.0
959,2026-02-23,Breakfast,0,,366,Nutella (1 tbsp),Condiment,100.0,1.5,11.0,6.0
960,2026-02-23,Breakfast,0,,367,Powdered Sugar (1 tsp),Condiment,10.0,0.0,2.5,0.0
961,2026-02-23,Dinner,0,,368,Sake (3 oz),Beverage,117.0,0.4,3.8,0.0
962,2026-02-23,Snack,250,,369,Edamame (in pod 1 cup),Legume,120.0,11.0,9.0,5.0
963,2026-02-23,Snack,0,,370,Sea Salt (coarse 1/4 tsp),Condiment,0.0,0.0,0.0,0.0
964,2026-02-23,Dinner,0,,371,Biryani (Chicken 1.5 cups),Meal/Meat,520.0,28.0,60.0,18.0
965,2026-02-23,Dinner,0,,372,Raita (2 tbsp),Condiment/Dairy,30.0,1.0,2.0,2.0
966,2026-02-23,Snack,240,,373,Lassi (Mango 1 cup),Beverage,180.0,5.0,30.0,4.0
967,2026-02-23,Snack,0,,374,Samosa (1 piece vegetable),Snack/Processed,130.0,2.0,18.0,6.0
968,2026-02-23,Snack,0,,375,Tamarind Chutney (1 tbsp),Condiment,20.0,0.1,5.0,0.0
969,2026-02-23,Snack,0,,376,Mint Chutney (1 tbsp),Condiment,5.0,0.2,0.5,0.0
970,2026-02-23,Snack,0,,377,Pani Puri (6 pcs),Snack/Processed,200.0,4.0,35.0,5.0
971,2026-02-23,Snack,0,,378,Passion Fruit (1 fruit),Fruit,17.0,0.4,4.2,0.1
972,2026-02-23,Dinner,500,,379,Kimchi Jjigae (1 bowl),Meal/Soup,350.0,15.0,20.0,22.0
973,2026-02-23,Dinner,0,,380,Silken Tofu (3oz in soup),Protein/Vegetarian,45.0,5.0,2.0,2.5
974,2026-02-23,Dinner,0,,381,Pork Belly (1 oz in soup),Protein/Meat,145.0,3.0,0.0,15.0
975,2026-02-23,Dinner,0,,382,Gochugaru (1 tsp),Condiment,10.0,0.3,1.8,0.3
976,2026-02-23,Dinner,0,,383,Gochujang (1 tbsp),Condiment,30.0,0.5,6.0,0.0
977,2026-02-23,Dinner,0,,384,Sesame Oil (1 tsp),Condiment,40.0,0.0,0.0,4.5
978,2026-02-23,Dinner,0,,385,Fish Sauce (1 tsp),Condiment,5.0,0.4,0.5,0.0
979,2026-02-23,Dinner,0,,386,Green Onion (1 tbsp garnish),Vegetable,3.0,0.2,0.7,0.0
980,2026-02-23,Snack,473,,387,Kombucha (16 oz),Beverage,60.0,0.0,14.0,0.0
981,2026-02-23,Dinner,0,,388,Beef Wellington (1 slice),Meal/Meat,600.0,30.0,35.0,38.0
982,2026-02-23,Dinner,0,,389,Pate (Mushroom 2 tbsp),Condiment,70.0,1.0,2.0,7.0
983,2026-02-23,Dinner,0,,390,Puff Pastry (1 oz wrapper),Grain,115.0,1.5,9.0,8.0
984,2026-02-23,Dinner,0,,391,Prosciutto (1 slice),Protein/Meat,35.0,4.0,0.0,2.5
985,2026-02-23,Dinner,0,,392,Asparagus (6 spears roasted),Vegetable,40.0,4.0,4.0,2.0
986,2026-02-23,Dinner,0,,393,Hollandaise Sauce (1 tbsp),Condiment,55.0,0.5,0.2,6.0
987,2026-02-23,Snack,0,,394,Flan (1 slice),Dessert,220.0,6.0,35.0,7.0
988,2026-02-23,Snack,0,,395,Caramel Sauce (1 tbsp),Condiment,60.0,0.0,13.0,1.0
989,2026-02-23,Breakfast,0,,396,Congee (1 cup plain),Meal/Grain,130.0,2.5,28.0,1.0
990,2026-02-23,Breakfast,0,,397,Pickled Radish (1/4 cup),Vegetable,15.0,0.5,3.0,0.0
991,2026-02-23,Breakfast,0,,398,Pork Floss (1 tbsp),Protein/Meat,50.0,4.0,3.0,2.0
992,2026-02-23,Breakfast,0,,399,Century Egg (1 egg),Protein,100.0,7.0,1.0,7.0
993,2026-02-23,Lunch,0,,400,Arugula (2 cups),Vegetable,10.0,1.0,0.8,0.2
994,2026-02-23,Lunch,0,,401,Goat Cheese (1 oz),Dairy,103.0,6.1,0.1,8.5
995,2026-02-23,Lunch,0,,402,Beets (1/2 cup roasted),Vegetable,30.0,0.8,6.8,0.1
996,2026-02-23,Lunch,0,,403,Walnuts (1 tbsp chopped),Nut,46.0,1.1,1.0,4.6
997,2026-02-23,Lunch,0,,404,Balsamic Glaze (1 tbsp),Condiment,40.0,0.0,9.0,0.0
998,2026-02-23,Dinner,0,,405,Bobotie (1 serving),Meal/Meat,450.0,25.0,30.0,25.0
999,2026-02-23,Dinner,0,,406,Yellow Rice (1 cup),Grain,230.0,4.0,50.0,1.0
1000,2026-02-23,Dinner,0,,407,Chutney (Mango 1 tbsp),Condiment,45.0,0.1,11.0,0.1
1001,2026-02-23,Snack,0,,408,Malva Pudding (1 slice),Dessert,380.0,5.0,60.0,14.0
1002,2026-02-23,Snack,0,,409,Custard (1/4 cup),Condiment,80.0,3.0,10.0,3.0
1003,2026-02-23,Snack,473,,410,Bubble Tea (16 oz milk tea),Beverage,320.0,2.0,70.0,4.0
1004,2026-02-23,Snack,0,,411,Tapioca Pearls (1/4 cup boba),Condiment,100.0,0.0,25.0,0.0
1005,2026-02-23,Dinner,0,,412,Paella (1.5 cups seafood),Meal/Rice,550.0,30.0,70.0,18.0
1006,2026-02-23,Dinner,0,,413,Chorizo (1 oz in paella),Protein/Meat,130.0,6.0,1.0,11.0
1007,2026-02-23,Dinner,0,,414,Saffron (pinch),Condiment,1.0,0.0,0.1,0.0
1008,2026-02-23,Dinner,0,,415,Aioli (Garlic 1 tbsp),Condiment,95.0,0.1,0.5,10.5
1009,2026-02-23,Lunch,240,,416,Gazpacho (1 cup),Meal/Soup,90.0,2.0,12.0,4.0
1010,2026-02-23,Lunch,0,,417,Croutons (Garlic 1/4 cup),Grain,50.0,1.5,7.0,2.0
1011,2026-02-23,Lunch,0,,418,Olive Oil (1 tsp garnish),Condiment,40.0,0.0,0.0,4.5
1012,2026-02-23,Snack,0,,419,Churros (2 sticks),Dessert,240.0,3.0,30.0,12.0
1013,2026-02-23,Snack,0,,420,Chocolate Sauce (1 tbsp dipping),Condiment,50.0,0.5,10.0,1.5
